hora,dia,feriado,estação,temperatura,chuva,umidade,sol,visibilidade,vento
4,quarta,não,primavera,27.7,0.0,70.9,0.0,80.0%,2.05
19,sexta,não,verão,36.4,0.0,66.4,0.28,40.0%,1.57
0,terça,não,verão,32.1,0.0,56.6,0.0,97.0%,2.29
8,segunda,não,primavera,28.9,0.0,73.1,0.39,17.0%,0.85
16,terça,não,verão,38.6,0.0,39.2,2.48,87.0%,4.57
17,quarta,não,primavera,34.4,0.0,49.0,1.9,96.0%,2.89
23,sábado,não,outono,28.2,0.0,69.4,0.0,97.0%,0.37
8,quinta,não,outono,29.6,0.35,72.4,0.04,97.0%,1.81
10,quarta,não,outono,25.7,0.0,56.6,1.38,33.0%,1.21
6,quinta,não,primavera,21.1,2.3,83.7,0.0,96.0%,2.65
19,segunda,não,inverno,12.7,0.0,44.5,0.0,97.0%,3.73
7,quinta,não,inverno,15.0,0.0,41.5,0.0,97.0%,0.85
18,segunda,não,inverno,13.7,0.0,37.7,0.16,97.0%,5.17
23,segunda,não,verão,39.5,0.0,57.3,0.0,97.0%,1.69
16,domingo,não,outono,31.1,0.0,41.5,1.27,95.0%,2.77
8,quinta,não,primavera,28.2,0.0,78.4,0.31,94.0%,0.61
17,quinta,não,primavera,32.1,0.0,40.7,1.48,72.0%,4.21
17,quarta,não,inverno,14.6,0.0,40.0,0.18,97.0%,2.29
23,sexta,não,verão,31.4,0.0,59.6,0.0,97.0%,1.93
13,domingo,não,verão,32.5,4.03,91.2,0.2,37.0%,1.57
21,sábado,não,verão,37.7,0.0,76.9,0.0,66.0%,1.57
9,quinta,não,outono,25.1,0.0,76.2,0.45,17.0%,0.25
12,terça,não,primavera,28.5,0.0,61.1,1.33,97.0%,2.53
16,quinta,não,primavera,33.6,0.0,89.7,0.31,19.0%,0.73
17,segunda,não,verão,39.3,0.0,49.8,1.36,48.0%,3.01
21,terça,não,primavera,19.9,0.0,48.3,0.0,97.0%,4.21
21,quarta,não,verão,37.0,0.0,70.1,0.0,56.0%,2.41
10,sábado,não,inverno,14.7,0.0,72.4,0.29,66.0%,1.09
1,sexta,sim,inverno,17.3,0.0,77.7,0.0,38.0%,0.97
2,sábado,não,outono,24.7,0.0,61.8,0.0,97.0%,3.85
4,domingo,não,inverno,16.8,0.0,53.5,0.0,48.0%,1.09
11,quinta,não,outono,29.3,0.0,50.5,1.96,83.0%,1.09
19,sexta,não,primavera,33.0,0.0,48.3,0.47,81.0%,2.17
9,terça,não,verão,33.5,0.0,47.5,1.91,92.0%,1.09
14,segunda,não,primavera,25.1,0.0,62.6,0.57,97.0%,4.21
7,terça,não,outono,19.2,0.0,67.1,0.0,97.0%,1.69
3,terça,não,verão,30.9,0.0,65.6,0.0,49.0%,2.05
15,sexta,não,inverno,17.9,0.0,39.2,0.0,97.0%,0.25
14,segunda,sim,inverno,20.8,0.0,36.2,1.01,93.0%,2.77
2,domingo,sim,outono,29.0,0.0,72.4,0.0,97.0%,1.81
7,sexta,não,outono,16.5,0.0,49.8,0.0,97.0%,1.81
13,quarta,não,verão,36.4,0.0,74.7,0.28,96.0%,4.69
9,sexta,sim,inverno,15.5,0.0,43.0,0.6,94.0%,1.09
23,domingo,não,outono,26.2,0.0,60.3,0.0,81.0%,0.25
15,segunda,sim,outono,32.9,0.0,42.2,2.42,97.0%,4.21
1,quarta,não,inverno,21.2,0.0,83.7,0.0,11.0%,0.85
6,quinta,não,verão,36.0,0.0,70.1,0.0,97.0%,1.21
7,segunda,não,verão,32.2,2.3,92.0,0.02,15.0%,0.85
17,sábado,não,inverno,23.5,0.0,68.6,0.11,13.0%,1.33
8,quarta,não,primavera,23.9,0.0,45.2,0.82,65.0%,0.97
3,quinta,não,outono,19.6,0.0,43.0,0.0,97.0%,1.33
2,quarta,não,outono,22.9,0.0,83.7,0.0,40.0%,1.09
16,quarta,não,outono,30.1,0.0,53.5,0.81,97.0%,4.33
13,sábado,não,outono,27.3,0.0,42.2,2.56,97.0%,6.25
8,terça,não,inverno,13.6,0.0,69.4,0.03,94.0%,0.97
8,sexta,não,verão,33.1,0.0,89.7,0.26,19.0%,2.17
13,domingo,não,primavera,31.7,0.0,64.1,1.01,54.0%,3.37
4,quinta,não,primavera,21.7,0.0,86.0,0.0,49.0%,3.37
22,quinta,não,primavera,19.9,0.0,65.6,0.0,97.0%,1.45
21,sexta,não,verão,34.7,0.0,76.9,0.0,97.0%,1.69
20,quinta,não,inverno,17.1,0.0,37.7,0.0,97.0%,2.89
22,sábado,não,verão,33.5,0.0,70.1,0.0,81.0%,2.29
19,sábado,não,verão,37.1,0.0,66.4,0.5,96.0%,3.61
6,terça,sim,primavera,28.7,0.0,18.1,0.06,82.0%,0.85
11,terça,não,verão,35.6,0.0,77.7,0.9,93.0%,2.29
17,sexta,não,verão,37.7,0.0,55.0,1.57,96.0%,3.61
14,sábado,não,primavera,20.6,0.0,35.4,2.74,75.0%,3.13
10,quarta,não,inverno,12.7,0.0,40.0,0.56,97.0%,3.13
3,segunda,não,outono,21.7,0.0,68.6,0.0,97.0%,1.21
23,quarta,não,primavera,27.3,0.0,73.9,0.0,29.0%,1.69
9,sexta,não,verão,36.0,0.0,79.9,0.57,40.0%,3.49
16,quarta,não,verão,39.2,0.0,57.3,1.63,97.0%,1.69
18,terça,não,verão,41.6,0.0,58.1,0.86,63.0%,2.89
4,segunda,não,primavera,20.0,0.0,75.4,0.0,20.0%,1.45
6,segunda,não,primavera,22.4,0.0,90.5,0.0,39.0%,2.77
16,terça,não,outono,38.7,0.0,49.0,1.95,94.0%,1.93
7,sexta,não,verão,30.9,0.0,67.9,0.46,40.0%,1.57
7,sábado,não,primavera,25.5,0.0,76.9,0.26,16.0%,0.85
7,quarta,não,inverno,10.6,0.0,51.3,0.0,97.0%,2.17
12,sábado,não,primavera,35.8,0.0,41.5,3.18,57.0%,1.69
22,terça,não,verão,37.7,0.0,76.2,0.0,76.0%,3.85
12,sábado,sim,inverno,17.5,0.0,30.9,2.28,97.0%,2.05
6,quarta,não,verão,33.4,0.0,89.7,0.05,94.0%,0.37
6,quarta,não,primavera,24.5,0.0,66.4,0.02,97.0%,1.45
7,sexta,não,primavera,25.3,0.0,70.9,0.04,24.0%,1.57
19,sexta,não,outono,36.5,0.0,58.8,0.05,97.0%,2.05
9,segunda,não,primavera,28.4,0.0,73.9,0.76,21.0%,0.97
13,sábado,não,primavera,31.2,0.0,46.0,2.53,61.0%,3.85
13,domingo,não,primavera,34.5,0.0,46.0,2.22,77.0%,3.01
21,sexta,não,primavera,29.3,0.0,36.2,0.0,97.0%,3.73
9,domingo,não,verão,37.9,0.0,67.9,1.07,97.0%,1.57
22,quinta,não,verão,40.3,0.0,66.4,0.0,53.0%,1.45
15,sábado,não,primavera,29.0,0.0,28.7,2.33,89.0%,2.89
8,quarta,não,verão,32.1,0.0,67.1,0.97,49.0%,2.05
19,domingo,não,primavera,23.1,0.0,40.7,0.02,97.0%,3.49
8,domingo,não,inverno,15.1,0.0,41.5,0.02,97.0%,1.21
5,quarta,não,inverno,12.8,0.0,68.6,0.0,76.0%,1.33
13,sexta,não,inverno,9.5,0.0,39.2,1.26,92.0%,3.49
20,domingo,não,inverno,13.7,0.0,40.7,0.0,97.0%,3.61
13,sexta,não,inverno,22.8,0.0,66.4,1.94,12.0%,2.65
14,sábado,não,verão,38.8,0.0,62.6,2.05,79.0%,3.73
1,domingo,não,inverno,12.7,0.0,48.3,0.0,97.0%,2.17
17,domingo,não,verão,33.3,1.73,90.5,0.21,81.0%,0.73
22,sexta,não,outono,34.3,0.0,73.1,0.0,75.0%,2.77
8,sábado,não,primavera,20.3,0.0,58.1,0.68,92.0%,2.05
11,quinta,não,primavera,29.5,0.0,59.6,1.37,58.0%,2.77
0,quinta,não,verão,33.1,0.0,81.4,0.0,23.0%,1.57
1,domingo,não,verão,31.7,0.0,68.6,0.0,69.0%,1.09
5,domingo,não,primavera,28.2,0.0,46.8,0.0,97.0%,0.97
11,quinta,não,verão,36.0,0.0,66.4,1.3,88.0%,2.41
8,segunda,não,inverno,9.8,0.0,60.3,0.02,73.0%,3.13
13,quinta,não,verão,39.0,0.0,58.1,0.79,97.0%,2.53
1,quarta,não,outono,32.3,0.0,67.9,0.0,97.0%,1.57
7,quinta,não,inverno,19.3,0.0,83.0,0.0,9.0%,1.57
8,sexta,sim,inverno,14.7,0.0,46.8,0.04,97.0%,1.09
22,quarta,não,inverno,14.8,0.0,52.0,0.0,97.0%,3.25
16,quinta,não,primavera,36.5,0.0,46.8,2.41,87.0%,3.73
13,domingo,não,verão,38.7,0.0,41.5,3.24,60.0%,3.49
8,sexta,sim,primavera,30.9,0.0,75.4,0.36,15.0%,0.97
9,quinta,não,inverno,16.3,0.0,67.9,0.12,57.0%,0.49
15,domingo,não,verão,41.5,0.0,54.3,2.47,96.0%,4.57
11,sexta,não,primavera,32.1,0.0,43.7,2.51,34.0%,2.89
18,sexta,não,primavera,25.0,0.0,43.0,0.68,97.0%,1.69
8,sábado,não,outono,30.5,0.0,83.0,0.48,42.0%,0.25
22,domingo,não,outono,22.8,0.0,75.4,0.0,97.0%,0.97
4,quinta,não,primavera,25.5,0.0,70.9,0.0,68.0%,1.09
19,sábado,não,inverno,12.7,0.0,46.0,0.0,97.0%,5.05
6,sábado,não,primavera,25.3,0.0,70.9,0.03,97.0%,1.45
2,sábado,não,primavera,27.3,0.0,38.5,0.0,97.0%,2.17
9,domingo,não,inverno,15.8,0.0,55.0,0.18,67.0%,2.17
1,terça,não,outono,21.7,0.0,68.6,0.0,97.0%,1.81
15,terça,não,primavera,22.7,0.0,47.5,1.21,97.0%,4.21
19,sábado,não,primavera,34.9,0.0,52.8,0.43,65.0%,3.97
14,terça,não,primavera,27.6,0.0,37.7,2.99,75.0%,3.25
11,quarta,não,inverno,9.6,0.0,37.0,0.96,96.0%,4.81
20,quarta,não,inverno,17.1,0.0,83.0,0.0,34.0%,1.33
14,segunda,não,verão,39.9,0.0,44.5,2.71,48.0%,2.41
13,domingo,não,outono,24.9,0.0,46.0,1.32,93.0%,2.77
2,terça,sim,outono,27.3,0.0,64.9,0.0,97.0%,0.49
1,quarta,não,inverno,19.2,0.0,68.6,0.0,85.0%,1.69
7,quarta,não,inverno,12.9,0.0,68.6,0.0,85.0%,1.33
2,sábado,não,verão,33.6,0.0,79.9,0.0,89.0%,2.77
1,sábado,não,verão,32.4,0.0,61.1,0.0,97.0%,2.65
13,sábado,não,inverno,12.9,0.0,40.0,1.19,94.0%,2.65
18,segunda,sim,outono,31.9,0.0,44.5,0.46,97.0%,3.13
18,sábado,não,outono,33.8,0.0,45.2,0.47,97.0%,3.61
0,quarta,não,inverno,19.3,0.0,87.5,0.0,12.0%,0.85
8,terça,não,primavera,25.3,0.0,77.7,0.29,97.0%,1.81
15,sábado,não,outono,25.9,0.0,42.2,1.21,97.0%,4.81
7,terça,não,primavera,24.9,0.0,81.4,0.04,97.0%,1.81
20,terça,não,verão,33.9,17.86,91.2,0.0,9.0%,4.21
8,quinta,não,inverno,11.4,0.0,58.8,0.01,70.0%,1.57
16,quinta,não,inverno,18.1,0.0,40.7,0.62,97.0%,2.65
18,segunda,não,outono,29.9,0.0,50.5,0.08,38.0%,1.33
20,quarta,sim,primavera,16.9,0.0,55.0,0.0,65.0%,4.45
22,sexta,não,outono,35.5,0.0,66.4,0.0,97.0%,1.57
14,sábado,não,primavera,33.5,0.0,47.5,3.39,97.0%,3.37
14,quarta,não,inverno,18.4,0.0,38.5,1.09,97.0%,5.65
11,terça,não,outono,36.7,0.0,53.5,2.63,97.0%,1.69
6,terça,não,primavera,24.7,0.0,83.7,0.0,97.0%,2.65
3,segunda,não,verão,36.1,0.0,81.4,0.0,48.0%,0.73
18,domingo,não,outono,29.1,0.0,49.0,0.06,93.0%,1.93
5,terça,não,outono,28.4,0.0,85.2,0.0,79.0%,1.57
12,sábado,não,inverno,17.0,0.0,40.7,1.14,84.0%,1.93
22,sexta,não,outono,31.5,0.0,79.9,0.0,97.0%,0.85
20,domingo,não,outono,33.6,0.0,61.8,0.0,97.0%,3.37
15,sábado,não,inverno,17.3,0.0,64.9,0.28,47.0%,1.33
22,quinta,não,verão,39.2,0.0,58.1,0.0,97.0%,3.01
21,segunda,não,outono,22.8,0.0,71.6,0.0,22.0%,1.33
6,sábado,não,outono,19.0,0.0,76.2,0.0,61.0%,0.97
21,sábado,não,inverno,19.7,0.0,54.3,0.0,17.0%,3.61
19,quinta,sim,inverno,18.4,0.0,33.9,0.0,97.0%,3.73
16,quinta,não,inverno,19.1,0.0,58.8,0.24,39.0%,5.29
14,sábado,não,inverno,24.1,0.0,65.6,0.72,13.0%,2.17
1,quarta,não,primavera,28.2,0.0,90.5,0.0,10.0%,2.29
9,domingo,não,verão,35.9,0.0,55.8,1.28,96.0%,1.09
19,sábado,não,verão,38.6,0.0,62.6,0.69,96.0%,3.13
0,sábado,não,verão,33.5,0.0,45.2,0.0,97.0%,2.05
14,terça,não,inverno,14.7,0.0,42.2,1.12,94.0%,2.65
3,segunda,não,primavera,27.0,0.0,18.1,0.0,97.0%,1.21
2,domingo,não,outono,24.4,0.0,69.4,0.0,45.0%,0.61
11,quinta,não,verão,38.5,0.0,68.6,0.87,49.0%,2.05
4,segunda,não,primavera,26.6,0.0,18.1,0.0,97.0%,1.21
11,sábado,não,outono,33.2,0.0,55.8,2.36,97.0%,1.81
7,terça,não,verão,30.5,0.0,58.8,0.42,97.0%,1.69
20,quarta,não,primavera,27.0,0.0,49.0,0.0,57.0%,3.01
23,sábado,não,inverno,22.0,0.0,78.4,0.0,9.0%,0.97
22,domingo,não,inverno,18.1,0.0,42.2,0.0,97.0%,1.09
10,quinta,não,outono,23.7,0.0,56.6,1.38,54.0%,1.09
14,terça,não,primavera,31.3,0.0,52.0,2.05,30.0%,2.65
12,sexta,não,primavera,24.6,0.0,48.3,2.78,93.0%,3.37
18,quinta,não,outono,31.1,0.0,76.2,0.08,97.0%,3.25
23,domingo,não,outono,23.0,0.0,59.6,0.0,73.0%,0.49
18,sábado,não,outono,34.9,0.0,49.0,0.33,97.0%,0.85
16,sábado,não,outono,25.4,0.0,44.5,1.02,97.0%,4.21
21,sexta,não,inverno,16.7,0.0,53.5,0.0,73.0%,1.21
20,quinta,não,outono,21.1,0.0,58.8,0.0,70.0%,1.81
8,sábado,não,primavera,14.2,0.0,52.0,0.17,78.0%,0.73
2,sexta,não,primavera,21.1,0.0,84.5,0.0,27.0%,1.33
4,segunda,não,primavera,24.7,4.03,89.7,0.0,20.0%,3.13
13,domingo,não,primavera,28.1,0.0,46.8,2.75,15.0%,2.53
6,quarta,sim,primavera,20.3,0.46,90.5,0.0,15.0%,3.49
10,sábado,não,primavera,22.3,0.0,70.1,1.43,16.0%,3.37
17,domingo,não,primavera,33.3,0.0,35.4,1.89,97.0%,3.13
1,domingo,não,inverno,15.9,0.0,77.7,0.0,21.0%,1.33
9,quarta,não,inverno,10.9,0.0,46.8,0.43,95.0%,3.13
6,sábado,não,verão,29.2,0.0,67.9,0.05,97.0%,1.09
1,segunda,não,primavera,27.9,0.0,63.3,0.0,28.0%,2.29
2,sexta,não,primavera,25.5,0.0,72.4,0.0,31.0%,0.73
1,segunda,não,inverno,17.4,0.0,49.8,0.0,88.0%,1.57
10,quinta,não,outono,20.3,0.0,34.7,1.18,97.0%,2.65
2,quarta,não,verão,37.2,0.0,81.4,0.0,54.0%,2.77
12,sexta,não,outono,22.7,0.0,44.5,1.7,69.0%,1.81
20,sexta,não,primavera,22.8,0.0,54.3,0.0,38.0%,3.37
6,domingo,não,primavera,27.3,0.0,92.0,0.01,12.0%,0.73
19,sexta,não,verão,39.7,0.0,69.4,0.38,63.0%,3.85
5,quarta,não,inverno,19.0,0.0,69.4,0.0,74.0%,0.97
19,quarta,não,inverno,9.1,0.0,42.2,0.0,97.0%,2.89
17,sábado,não,primavera,33.8,0.0,27.1,1.69,97.0%,4.57
17,terça,não,verão,41.5,0.0,56.6,1.22,97.0%,3.85
5,sábado,não,verão,30.2,0.0,74.7,0.0,59.0%,1.45
11,segunda,não,primavera,30.3,0.0,82.2,0.45,20.0%,1.57
21,terça,não,outono,32.0,0.0,61.1,0.0,97.0%,2.65
21,segunda,não,primavera,20.7,0.0,70.1,0.0,57.0%,1.93
2,sexta,não,outono,34.5,0.0,69.4,0.0,97.0%,1.45
1,sábado,sim,outono,27.5,0.0,74.7,0.0,97.0%,0.85
5,sexta,não,verão,35.6,0.58,86.7,0.0,42.0%,0.73
21,terça,não,inverno,15.0,0.0,61.1,0.0,97.0%,2.53
11,domingo,não,verão,40.7,0.0,52.8,2.6,96.0%,2.29
20,domingo,não,outono,26.1,0.0,52.0,0.0,85.0%,1.69
23,quarta,não,primavera,20.4,0.0,47.5,0.0,97.0%,3.97
18,sexta,não,outono,20.9,0.0,35.4,0.0,97.0%,1.45
4,sábado,não,outono,20.3,0.0,37.7,0.0,97.0%,2.17
9,quinta,não,inverno,12.7,0.0,59.6,0.4,72.0%,1.45
20,terça,não,inverno,21.3,0.0,61.8,0.0,19.0%,1.21
0,quarta,não,primavera,24.7,0.0,51.3,0.0,69.0%,2.89
22,quinta,não,verão,33.5,0.0,68.6,0.0,51.0%,2.77
17,domingo,não,primavera,32.9,0.0,39.2,1.6,50.0%,3.97
18,sexta,não,verão,36.7,0.0,76.2,0.46,92.0%,2.77
8,quinta,não,inverno,11.9,0.0,67.1,0.02,73.0%,1.21
23,sábado,não,verão,32.8,0.0,56.6,0.0,97.0%,2.29
13,segunda,não,outono,25.5,0.0,51.3,1.01,46.0%,2.65
8,terça,não,outono,30.8,0.0,73.1,0.34,73.0%,1.33
3,quinta,não,verão,34.6,0.0,82.2,0.0,33.0%,0.97
0,domingo,não,primavera,23.5,0.0,76.9,0.0,85.0%,2.41
23,domingo,não,inverno,15.4,0.0,61.8,0.0,97.0%,3.13
15,quarta,não,primavera,33.5,0.0,33.9,2.75,75.0%,2.77
17,terça,não,outono,28.8,0.0,65.6,0.39,54.0%,4.09
15,quarta,não,inverno,21.0,0.0,44.5,0.84,96.0%,3.97
1,quinta,não,primavera,24.8,0.0,65.6,0.0,78.0%,2.77
23,segunda,não,verão,34.3,0.0,67.9,0.0,97.0%,2.05
22,segunda,não,verão,36.5,0.0,70.1,0.0,97.0%,2.29
17,segunda,não,outono,36.7,0.0,53.5,1.49,97.0%,4.21
10,quinta,não,verão,31.5,1.15,89.0,0.61,24.0%,1.57
19,sexta,não,inverno,22.9,0.0,73.1,0.0,18.0%,4.69
14,quarta,não,verão,40.7,0.0,55.8,1.15,97.0%,4.45
15,terça,não,primavera,26.1,0.0,79.2,0.53,30.0%,1.69
18,sexta,não,verão,35.6,0.0,51.3,1.36,97.0%,2.05
12,quinta,não,verão,42.7,0.0,49.0,2.58,91.0%,2.65
9,sexta,não,outono,26.5,0.0,56.6,1.02,93.0%,1.09
17,quarta,não,primavera,33.6,0.0,35.4,1.64,97.0%,3.61
9,terça,não,outono,29.5,0.0,61.8,1.22,89.0%,2.41
20,domingo,não,primavera,27.2,1.73,78.4,0.0,40.0%,2.41
17,sábado,não,verão,42.5,0.0,45.2,1.91,96.0%,3.97
15,sábado,não,primavera,23.2,0.0,46.8,0.38,97.0%,1.21
0,sexta,não,outono,19.5,0.0,64.9,0.0,69.0%,2.17
4,quarta,não,inverno,12.7,0.0,73.1,0.0,84.0%,1.45
16,quarta,não,primavera,32.9,0.0,91.2,0.18,10.0%,2.41
3,quarta,não,verão,32.4,5.18,90.5,0.0,42.0%,3.13
3,sexta,não,verão,30.6,0.0,84.5,0.0,23.0%,2.17
14,sexta,não,verão,40.1,0.0,38.5,3.21,96.0%,2.65
17,sábado,não,verão,40.8,0.0,54.3,0.41,97.0%,3.01
14,segunda,não,outono,35.1,0.0,50.5,2.59,96.0%,4.09
4,terça,não,primavera,28.9,1.73,88.2,0.0,13.0%,0.73
10,quarta,não,verão,33.7,0.0,61.1,1.1,56.0%,2.89
9,sábado,não,primavera,20.6,0.0,55.0,1.03,95.0%,2.17
10,domingo,não,outono,29.7,6.91,91.2,0.15,33.0%,2.05
11,terça,não,inverno,12.1,0.0,49.8,0.93,88.0%,3.97
14,quinta,não,verão,38.7,0.12,62.6,0.84,97.0%,2.65
23,sexta,não,outono,32.8,0.0,91.2,0.0,41.0%,1.21
20,sexta,não,primavera,29.1,0.0,34.7,0.0,97.0%,1.33
14,quarta,não,inverno,17.9,0.0,43.0,0.56,97.0%,3.49
2,segunda,não,verão,37.1,0.0,76.9,0.0,58.0%,1.33
14,segunda,não,verão,44.1,0.0,46.8,3.12,95.0%,3.13
21,domingo,não,verão,37.1,0.0,73.9,0.0,90.0%,3.97
22,terça,não,outono,23.4,0.0,55.8,0.0,97.0%,2.41
9,sábado,não,outono,27.6,0.0,67.9,1.11,70.0%,2.17
9,segunda,não,inverno,15.5,1.84,85.2,0.0,3.0%,1.45
14,domingo,não,primavera,31.9,0.0,40.7,1.01,97.0%,2.41
14,quinta,não,outono,31.2,0.58,80.7,0.83,97.0%,3.01
9,quinta,não,verão,34.9,0.0,74.7,0.63,69.0%,1.57
4,sexta,sim,inverno,18.1,0.0,75.4,0.0,37.0%,1.33
13,domingo,não,primavera,32.0,0.0,44.5,1.13,97.0%,1.57
15,sexta,não,primavera,33.5,0.0,40.0,2.66,60.0%,2.17
11,domingo,sim,inverno,18.9,0.0,64.9,0.88,39.0%,3.61
9,domingo,não,outono,23.2,2.88,86.0,0.12,92.0%,1.57
12,domingo,não,outono,28.3,0.0,48.3,2.06,63.0%,1.57
3,quarta,não,outono,27.4,0.0,60.3,0.0,97.0%,2.17
20,quinta,não,inverno,9.3,0.0,43.0,0.0,97.0%,3.13
4,terça,não,inverno,18.9,0.0,67.1,0.0,24.0%,1.09
23,domingo,não,inverno,18.1,0.0,42.2,0.0,97.0%,0.97
0,segunda,não,verão,37.8,0.0,55.8,0.0,97.0%,1.57
10,quinta,não,verão,39.6,0.0,56.6,2.04,94.0%,2.89
17,segunda,não,inverno,19.2,0.0,88.2,0.03,4.0%,1.69
8,sexta,não,outono,16.3,0.0,50.5,0.03,97.0%,1.57
10,sábado,não,inverno,14.8,0.0,51.3,0.63,74.0%,3.61
8,quinta,não,outono,21.9,0.0,74.7,0.1,39.0%,1.45
10,sexta,não,inverno,19.8,0.0,80.7,0.92,11.0%,1.21
20,quarta,não,inverno,8.8,0.0,46.0,0.0,97.0%,1.81
10,sexta,não,verão,36.3,0.0,45.2,2.34,96.0%,2.89
16,domingo,não,outono,36.9,0.0,49.8,1.98,96.0%,2.29
0,segunda,não,verão,36.0,0.0,79.2,0.0,80.0%,1.33
11,sexta,não,inverno,17.3,0.0,44.5,0.87,88.0%,2.77
19,sexta,não,primavera,29.7,0.0,75.4,0.29,97.0%,2.05
3,quinta,não,primavera,29.3,0.0,70.1,0.0,81.0%,3.13
21,segunda,não,verão,37.0,0.0,66.4,0.0,97.0%,2.05
4,domingo,não,outono,23.6,0.0,75.4,0.0,38.0%,1.81
4,sexta,não,primavera,26.3,0.0,77.7,0.0,66.0%,0.97
19,terça,não,outono,36.9,0.0,54.3,0.08,97.0%,1.57
5,sábado,não,inverno,10.1,0.0,46.0,0.0,97.0%,3.73
8,quinta,não,inverno,15.9,0.0,65.6,0.07,72.0%,1.33
14,segunda,não,verão,37.2,0.0,68.6,1.73,60.0%,3.85
13,quarta,não,inverno,20.3,0.0,28.7,2.14,97.0%,4.21
7,sábado,não,inverno,17.9,0.0,77.7,0.0,13.0%,1.09
0,sexta,não,verão,35.5,0.58,80.7,0.0,97.0%,2.65
0,terça,não,verão,31.9,0.0,61.8,0.0,97.0%,1.93
14,segunda,não,inverno,20.5,0.0,73.1,0.11,36.0%,0.73
18,domingo,não,primavera,26.3,0.0,61.8,0.61,80.0%,2.89
10,sexta,não,verão,35.1,0.0,48.3,2.37,52.0%,3.49
3,domingo,não,verão,32.1,0.58,92.0,0.0,97.0%,1.21
21,sábado,não,inverno,15.1,0.0,62.6,0.0,97.0%,1.33
21,sábado,não,primavera,32.8,0.0,61.8,0.0,57.0%,1.81
23,sábado,não,outono,21.1,0.0,52.8,0.0,97.0%,2.41
6,segunda,não,verão,32.1,1.15,92.0,0.0,30.0%,1.09
23,segunda,não,inverno,18.4,0.0,79.2,0.0,27.0%,3.73
19,sexta,não,inverno,14.9,0.0,67.9,0.0,97.0%,3.97
5,sexta,não,inverno,17.4,0.0,53.5,0.0,63.0%,1.93
18,quinta,não,primavera,33.4,1.73,91.2,0.07,15.0%,1.57
18,sexta,não,inverno,17.9,0.0,46.0,0.01,88.0%,2.17
2,terça,sim,primavera,28.8,0.0,73.9,0.0,64.0%,1.45
20,quinta,não,inverno,16.5,0.0,48.3,0.0,78.0%,2.05
3,quinta,não,outono,25.2,0.0,79.2,0.0,18.0%,1.09
8,sexta,não,outono,32.5,0.0,61.1,0.81,97.0%,1.81
5,segunda,não,primavera,22.5,0.58,91.2,0.0,38.0%,2.29
13,quarta,não,inverno,10.3,0.0,37.0,1.27,92.0%,7.45
9,segunda,não,verão,37.0,0.0,66.4,1.35,82.0%,1.45
23,terça,não,verão,38.5,0.0,67.1,0.0,97.0%,0.73
8,sexta,não,outono,23.6,0.0,65.6,0.3,97.0%,0.97
14,domingo,não,primavera,31.5,0.0,66.4,1.99,45.0%,3.73
13,quinta,não,outono,35.7,0.0,42.2,3.06,97.0%,3.85
1,domingo,não,inverno,16.9,0.0,83.0,0.0,48.0%,0.97
19,quinta,não,outono,29.4,1.73,90.5,0.0,52.0%,3.13
9,terça,não,outono,34.4,0.0,60.3,1.46,95.0%,2.77
3,sábado,não,primavera,18.9,0.0,46.8,0.0,78.0%,1.21
22,quarta,não,inverno,12.4,0.0,47.5,0.0,97.0%,0.37
5,terça,não,verão,36.7,0.0,70.9,0.0,96.0%,0.37
15,segunda,não,verão,41.9,0.0,52.8,2.48,91.0%,2.89
0,terça,não,inverno,19.5,0.0,68.6,0.0,19.0%,1.69
18,quarta,não,inverno,13.9,0.0,43.0,0.0,97.0%,1.57
2,quarta,sim,primavera,19.7,0.0,91.2,0.0,28.0%,1.45
0,sábado,não,outono,33.3,0.0,80.7,0.0,78.0%,0.85
11,sexta,não,inverno,16.4,0.0,52.8,0.42,39.0%,1.45
9,sábado,não,primavera,28.8,0.0,55.0,2.0,97.0%,2.17
23,terça,não,verão,37.9,0.0,67.9,0.0,90.0%,3.61
8,sábado,não,inverno,9.9,0.0,49.0,0.02,97.0%,3.97
7,segunda,não,inverno,16.3,0.0,69.4,0.0,69.0%,1.21
15,domingo,não,primavera,27.1,0.0,58.8,1.98,62.0%,5.17
7,quarta,não,verão,31.7,0.0,76.2,0.29,29.0%,2.29
0,terça,não,verão,34.0,0.0,84.5,0.0,97.0%,0.97
19,terça,não,primavera,27.2,0.0,46.0,0.12,97.0%,1.69
0,quinta,não,verão,31.7,0.0,80.7,0.0,27.0%,3.37
16,segunda,não,outono,25.9,0.0,49.0,0.94,97.0%,4.57
14,domingo,sim,inverno,20.3,0.0,39.2,1.1,95.0%,4.81
10,terça,não,inverno,19.5,0.0,73.1,0.69,13.0%,3.61
8,domingo,não,primavera,17.9,0.0,75.4,0.2,71.0%,1.45
16,terça,não,inverno,22.9,0.0,58.8,0.32,34.0%,1.57
18,sábado,não,outono,34.5,0.0,75.4,0.12,97.0%,1.69
3,domingo,não,verão,31.1,0.0,72.4,0.0,67.0%,0.97
4,sábado,não,primavera,14.5,0.0,54.3,0.0,76.0%,2.05
5,quinta,não,inverno,18.5,0.0,73.9,0.0,9.0%,1.45
3,quinta,não,inverno,20.7,0.0,73.9,0.0,13.0%,2.29
3,terça,não,inverno,11.2,0.0,49.8,0.0,97.0%,1.93
15,segunda,não,primavera,24.7,1.73,90.5,0.31,17.0%,2.89
