hora,dia,feriado,estação,temperatura,chuva,umidade,sol,visibilidade,vento,aluguéis
12,quarta,não,inverno,20.1,0.0,43.0,0.6,62.0%,3.49,365
0,quinta,não,inverno,12.9,0.0,55.8,0.0,90.0%,1.57,147
23,segunda,não,inverno,19.9,0.0,65.6,0.0,22.0%,0.97,239
17,terça,não,outono,30.6,0.0,46.8,0.5,76.0%,2.41,1826
9,quarta,não,verão,37.0,0.0,60.3,1.57,97.0%,2.05,1022
10,domingo,não,verão,39.8,0.0,55.8,2.29,92.0%,1.21,530
21,terça,não,verão,34.0,1.73,89.0,0.0,11.0%,5.77,286
3,domingo,não,inverno,15.3,0.0,37.7,0.0,97.0%,0.25,68
9,terça,não,inverno,17.4,0.0,60.3,0.54,35.0%,1.93,398
18,segunda,não,inverno,19.5,0.35,86.0,0.0,3.0%,1.45,211
23,sábado,não,primavera,24.6,0.0,73.9,0.0,27.0%,2.17,220
20,sexta,não,primavera,23.2,0.0,90.5,0.0,97.0%,2.53,61
18,terça,não,outono,23.9,0.0,57.3,0.03,97.0%,3.37,2087
16,sábado,não,verão,34.9,0.0,56.6,1.17,97.0%,2.17,2347
19,sábado,não,primavera,32.1,0.0,29.4,0.34,97.0%,2.65,1722
20,sexta,não,inverno,12.7,0.0,41.5,0.0,97.0%,5.17,119
18,sábado,não,verão,35.9,0.0,59.6,0.64,55.0%,4.09,2267
20,sábado,não,outono,23.4,0.0,51.3,0.0,97.0%,5.29,788
4,sexta,não,inverno,13.3,0.0,49.8,0.0,97.0%,3.13,49
16,terça,não,outono,26.3,0.0,73.9,0.29,15.0%,2.77,788
11,terça,não,primavera,28.9,0.0,48.3,1.95,32.0%,2.53,568
1,quarta,não,verão,37.5,0.0,68.6,0.0,97.0%,3.37,737
20,quarta,não,outono,27.1,0.0,65.6,0.0,97.0%,0.73,1567
20,terça,não,inverno,22.3,0.0,51.3,0.0,36.0%,1.81,467
20,quinta,não,inverno,18.5,0.0,72.4,0.0,48.0%,1.09,295
21,domingo,não,verão,33.9,0.0,56.6,0.0,81.0%,2.29,2413
6,sexta,não,inverno,17.1,0.0,55.0,0.0,66.0%,1.93,165
11,quinta,não,verão,40.7,0.0,54.3,2.71,96.0%,3.13,677
1,sexta,não,outono,31.3,0.0,57.3,0.0,97.0%,1.81,677
18,sexta,não,inverno,20.3,0.0,52.0,0.04,79.0%,2.17,710
16,quarta,não,inverno,14.7,0.0,37.0,1.44,97.0%,4.33,213
17,quarta,não,outono,23.4,0.0,35.4,0.25,82.0%,3.73,1108
19,sexta,não,verão,38.2,0.0,69.4,0.81,85.0%,3.37,2328
18,sábado,não,inverno,16.6,0.0,73.1,0.01,33.0%,1.45,229
3,sexta,não,primavera,28.6,0.0,71.6,0.0,38.0%,0.85,291
9,sexta,sim,primavera,32.1,0.0,68.6,1.3,23.0%,1.57,1034
7,terça,não,outono,30.9,0.0,65.6,0.09,97.0%,2.41,1478
17,quinta,não,verão,36.2,0.0,73.1,0.37,45.0%,3.37,1486
9,sábado,não,primavera,23.3,1.73,89.0,0.15,25.0%,2.05,28
6,quinta,não,primavera,27.9,9.22,90.5,0.0,22.0%,1.09,24
21,terça,não,primavera,35.4,0.0,60.3,0.0,43.0%,1.09,1951
11,quinta,não,inverno,18.9,0.0,87.5,0.03,7.0%,1.33,69
23,quarta,não,outono,20.9,0.0,52.8,0.0,93.0%,2.65,580
6,quinta,não,verão,33.9,0.0,80.7,0.02,43.0%,0.49,685
3,segunda,não,inverno,17.1,0.0,68.6,0.0,77.0%,1.45,58
16,terça,não,verão,36.9,0.0,47.5,2.16,97.0%,1.69,2078
1,terça,não,primavera,31.9,0.0,59.6,0.0,86.0%,1.57,729
14,segunda,sim,outono,32.5,0.0,40.7,2.78,97.0%,5.41,1107
2,segunda,não,inverno,17.2,0.0,67.9,0.0,79.0%,1.21,90
18,sexta,não,outono,24.9,0.0,73.9,0.0,24.0%,3.37,1966
3,domingo,não,primavera,27.8,0.23,92.0,0.0,7.0%,2.05,153
21,quarta,não,primavera,28.9,0.58,91.2,0.0,9.0%,0.97,32
21,quarta,não,primavera,28.9,0.0,44.5,0.0,97.0%,1.93,1606
23,quarta,não,inverno,14.1,0.0,47.5,0.0,97.0%,1.33,225
20,segunda,não,inverno,19.9,0.0,63.3,0.0,32.0%,2.53,424
8,quarta,não,primavera,28.1,0.0,70.9,1.28,97.0%,3.97,2048
20,quarta,não,verão,34.5,0.0,72.4,0.03,41.0%,1.93,2285
21,domingo,não,primavera,25.7,0.0,43.7,0.0,97.0%,2.77,5
8,quinta,não,verão,32.9,0.0,64.9,1.03,52.0%,1.33,975
0,quarta,não,inverno,17.2,0.0,80.7,0.0,54.0%,1.21,83
21,quinta,não,verão,38.3,0.0,73.9,0.0,51.0%,3.49,1873
7,domingo,não,inverno,15.4,0.0,78.4,0.0,20.0%,1.93,73
15,sábado,não,verão,39.1,0.0,61.1,2.03,93.0%,4.69,1049
22,sexta,não,outono,19.7,0.0,49.0,0.0,91.0%,1.45,722
11,domingo,não,inverno,19.6,0.0,37.0,0.78,73.0%,1.45,222
23,domingo,não,inverno,12.5,0.0,49.8,0.0,96.0%,2.77,86
1,quinta,não,inverno,7.6,0.0,49.8,0.0,97.0%,2.89,79
20,quarta,não,outono,28.6,0.0,65.6,0.0,97.0%,2.77,1832
2,sábado,não,inverno,9.1,0.0,50.5,0.0,97.0%,3.37,92
20,sábado,não,verão,33.5,0.0,59.6,0.01,97.0%,1.81,2311
13,sábado,não,outono,34.9,0.0,42.2,2.57,97.0%,4.93,1423
5,terça,não,primavera,31.4,0.0,66.4,0.0,72.0%,0.61,257
15,quinta,não,inverno,17.6,0.0,40.0,0.96,96.0%,3.61,294
21,sábado,não,inverno,13.4,0.0,43.0,0.0,97.0%,1.93,192
19,domingo,não,outono,27.3,0.0,64.9,0.0,36.0%,2.17,13
11,quarta,não,outono,32.0,0.0,49.8,1.59,96.0%,2.77,1165
19,terça,não,inverno,21.4,0.0,61.1,0.0,21.0%,1.45,419
3,sábado,não,primavera,21.7,0.0,56.6,0.0,32.0%,1.21,209
11,quarta,não,outono,26.4,0.0,55.0,1.61,89.0%,1.21,907
7,domingo,não,verão,37.9,0.0,64.9,0.24,86.0%,2.53,416
5,sexta,sim,inverno,18.2,0.0,73.1,0.0,43.0%,1.21,82
4,sexta,não,primavera,19.7,0.0,78.4,0.0,23.0%,1.21,100
15,sexta,não,outono,22.6,0.0,30.2,1.01,97.0%,2.65,757
20,terça,não,primavera,27.8,0.0,29.4,0.0,97.0%,3.37,1329
21,segunda,não,outono,27.3,0.0,60.3,0.0,37.0%,1.09,1523
11,terça,não,outono,25.9,0.0,52.8,1.57,43.0%,1.21,798
11,quinta,não,verão,35.3,0.0,61.1,3.01,46.0%,2.41,1078
15,sábado,não,outono,32.9,0.0,46.8,2.22,93.0%,3.37,13
3,domingo,não,outono,24.5,0.0,69.4,0.0,75.0%,0.73,355
14,domingo,não,verão,37.6,0.0,43.7,2.06,65.0%,3.49,1129
5,segunda,não,verão,34.0,0.0,78.4,0.0,41.0%,0.61,331
18,quinta,não,verão,38.7,0.0,59.6,0.11,97.0%,3.01,1459
23,segunda,não,outono,31.3,0.0,55.8,0.0,97.0%,3.61,1372
9,segunda,sim,outono,29.7,0.0,50.5,1.36,97.0%,2.77,317
11,quarta,não,primavera,21.5,0.0,37.7,1.55,94.0%,6.01,558
13,segunda,não,outono,26.1,0.0,55.8,1.74,30.0%,1.93,725
22,segunda,não,primavera,30.6,0.0,76.9,0.0,18.0%,2.17,1465
4,terça,não,verão,37.1,0.0,71.6,0.0,97.0%,0.73,223
13,domingo,não,verão,41.3,0.0,49.0,2.33,96.0%,3.73,630
17,segunda,não,verão,44.3,0.0,49.0,1.83,92.0%,3.37,1047
15,terça,não,primavera,35.5,0.0,60.3,1.71,54.0%,2.41,1240
2,sexta,não,outono,18.7,0.0,67.9,0.0,67.0%,0.85,314
9,segunda,não,outono,32.5,0.0,65.6,1.15,96.0%,3.49,1208
17,sábado,não,verão,34.7,0.0,57.3,0.82,97.0%,1.81,2438
17,quinta,não,verão,35.9,0.0,53.5,1.76,96.0%,3.85,2278
14,terça,não,verão,36.4,0.0,49.0,3.24,95.0%,1.93,1524
6,segunda,não,inverno,15.9,0.0,75.4,0.0,91.0%,0.25,154
21,sábado,não,verão,34.0,0.0,51.3,0.0,97.0%,2.17,2081
17,sexta,não,verão,40.4,0.0,38.5,1.76,96.0%,2.53,1675
19,quinta,não,verão,34.1,0.0,65.6,0.19,95.0%,0.97,1867
15,sexta,não,verão,37.0,0.0,75.4,1.0,70.0%,3.01,1170
10,quarta,não,verão,38.5,0.0,57.3,2.13,94.0%,1.93,715
18,terça,não,inverno,10.7,0.0,50.5,0.05,97.0%,3.13,359
15,quarta,não,outono,37.1,0.0,50.5,2.65,94.0%,6.37,1139
11,quarta,não,verão,40.1,0.0,59.6,2.44,89.0%,3.49,633
16,quinta,não,primavera,30.5,0.0,70.1,0.87,30.0%,4.09,1423
9,quinta,não,inverno,18.5,1.84,86.0,0.0,15.0%,1.45,46
18,terça,não,outono,33.7,0.0,54.3,0.2,97.0%,1.81,15
2,quarta,não,verão,34.5,0.0,77.7,0.0,92.0%,0.97,522
19,domingo,não,primavera,30.4,0.0,46.8,0.16,45.0%,3.61,1727
6,segunda,não,primavera,20.2,0.0,61.1,0.0,45.0%,1.09,269
4,terça,não,primavera,24.7,0.58,89.0,0.0,97.0%,1.69,41
17,quarta,não,inverno,20.9,0.0,86.0,0.0,32.0%,3.49,16
14,quarta,não,primavera,34.5,0.0,61.8,2.92,59.0%,3.73,1132
5,segunda,não,outono,31.8,0.0,91.2,0.0,26.0%,1.69,228
14,quinta,não,verão,36.4,0.0,72.4,0.91,55.0%,3.85,1035
5,quinta,não,inverno,20.1,0.0,79.9,0.0,11.0%,2.65,76
7,segunda,não,primavera,26.7,0.0,82.2,0.23,14.0%,0.73,1261
10,quarta,não,outono,24.7,0.0,58.1,1.16,89.0%,1.93,786
22,quinta,não,verão,32.7,0.0,89.0,0.0,37.0%,1.57,1244
20,domingo,não,outono,26.4,0.0,69.4,0.0,29.0%,1.21,12
12,quinta,não,inverno,12.6,0.0,48.3,1.11,83.0%,3.37,193
1,sábado,não,inverno,22.1,0.0,74.7,0.0,34.0%,2.29,348
13,sexta,não,inverno,14.5,0.0,46.8,2.25,96.0%,4.69,242
21,sexta,não,outono,28.4,0.0,54.3,0.0,97.0%,3.37,1797
18,terça,não,inverno,20.0,0.0,49.0,0.0,96.0%,1.45,394
1,sábado,não,inverno,16.1,0.0,75.4,0.0,28.0%,3.73,313
23,quinta,não,inverno,15.5,0.0,51.3,0.0,61.0%,1.09,202
18,sábado,não,inverno,13.9,0.0,41.5,0.06,97.0%,3.85,176
13,terça,não,verão,36.4,0.0,67.9,1.54,92.0%,3.37,835
11,domingo,não,inverno,15.3,0.0,38.5,0.85,92.0%,3.37,150
17,domingo,não,outono,24.6,1.73,82.2,0.07,97.0%,1.69,549
14,domingo,não,outono,24.5,0.0,57.3,1.01,37.0%,1.81,792
11,sexta,não,primavera,23.1,0.0,88.2,0.19,34.0%,3.37,61
7,segunda,não,verão,34.7,0.0,73.1,0.36,93.0%,1.33,1356
7,sexta,não,verão,34.5,0.0,84.5,0.05,97.0%,3.01,407
8,quinta,não,primavera,27.7,0.0,91.2,0.0,17.0%,1.57,45
9,domingo,não,primavera,30.5,0.0,68.6,0.55,67.0%,3.13,872
22,terça,sim,primavera,29.5,0.58,83.7,0.0,22.0%,0.97,44
2,quinta,não,primavera,24.7,0.0,67.1,0.0,81.0%,2.05,365
17,sábado,não,inverno,21.6,0.0,39.2,0.77,72.0%,3.97,476
3,domingo,não,verão,34.9,0.0,83.0,0.0,66.0%,0.49,456
3,domingo,não,primavera,28.7,0.0,79.2,0.0,31.0%,1.69,124
18,terça,não,primavera,29.5,0.0,63.3,0.46,28.0%,3.97,1534
20,quarta,não,verão,36.8,0.0,75.4,0.04,84.0%,2.41,2055
19,sexta,não,outono,20.3,0.0,37.7,0.0,97.0%,1.57,1022
3,domingo,não,inverno,13.2,0.0,55.0,0.0,77.0%,2.41,80
10,quinta,não,primavera,31.6,0.0,38.5,2.44,86.0%,3.49,886
15,segunda,não,primavera,22.9,0.0,55.8,0.56,32.0%,5.17,557
2,segunda,não,verão,35.9,0.0,67.1,0.0,97.0%,0.61,359
8,sexta,não,primavera,26.1,0.0,61.8,0.79,56.0%,1.93,1930
14,segunda,não,outono,31.7,0.0,54.3,1.72,29.0%,2.77,1132
7,segunda,não,primavera,28.4,0.0,76.9,0.06,17.0%,2.05,1088
22,quarta,não,primavera,28.9,1.73,92.0,0.0,9.0%,0.73,35
14,quinta,não,inverno,20.3,0.0,37.7,1.01,97.0%,2.65,458
14,domingo,sim,outono,34.5,0.0,48.3,2.62,95.0%,1.69,1147
12,terça,não,primavera,33.7,0.0,66.4,1.35,61.0%,3.37,1199
5,segunda,não,verão,36.2,0.0,86.0,0.0,29.0%,0.97,242
8,sexta,não,primavera,20.3,0.0,89.0,0.01,22.0%,0.61,98
20,domingo,não,primavera,30.5,0.0,67.1,0.0,76.0%,2.41,1525
1,segunda,não,inverno,16.3,0.0,77.7,0.0,14.0%,0.25,158
2,quarta,não,outono,23.8,0.0,64.9,0.0,69.0%,0.49,392
13,sexta,não,verão,36.2,0.0,67.1,2.37,36.0%,2.65,1127
14,quarta,não,primavera,30.7,0.0,52.8,2.14,81.0%,5.53,706
3,sábado,não,primavera,26.1,0.0,75.4,0.0,18.0%,1.45,337
23,quarta,não,verão,37.7,0.0,76.2,0.0,76.0%,0.73,1187
2,sábado,não,primavera,26.4,0.0,58.1,0.0,95.0%,1.57,518
10,sexta,não,verão,39.1,0.0,64.1,1.71,44.0%,3.01,651
10,quinta,não,verão,41.2,0.0,54.3,2.12,89.0%,3.25,539
19,terça,não,inverno,10.3,0.0,53.5,0.0,97.0%,4.09,258
17,quinta,não,outono,29.6,0.0,51.3,0.44,97.0%,2.17,1819
22,segunda,não,inverno,20.3,0.0,64.1,0.0,22.0%,2.17,338
7,segunda,não,verão,31.1,0.0,73.1,0.3,63.0%,2.65,1557
8,quinta,não,verão,37.0,0.0,63.3,0.91,97.0%,1.45,661
21,segunda,não,primavera,32.0,0.0,68.6,0.0,17.0%,1.93,1896
17,sábado,não,inverno,16.4,0.0,67.9,0.23,36.0%,4.57,346
18,terça,não,outono,25.9,0.0,49.8,0.01,90.0%,1.69,2171
22,quinta,não,primavera,26.8,0.0,59.6,0.0,86.0%,2.65,1269
0,sexta,não,outono,23.5,0.0,61.1,0.0,39.0%,0.61,690
7,segunda,não,verão,32.1,0.0,75.4,0.3,38.0%,0.85,1600
19,segunda,não,inverno,22.0,0.0,40.7,0.01,56.0%,3.49,624
1,sexta,não,outono,24.5,0.0,76.9,0.0,40.0%,0.37,359
10,segunda,não,primavera,31.3,0.0,58.8,1.88,22.0%,1.57,747
15,sábado,não,verão,37.3,0.0,50.5,2.65,65.0%,3.97,1595
8,quinta,não,verão,37.1,0.0,69.4,0.41,97.0%,1.81,1666
9,domingo,não,outono,19.9,0.0,84.5,0.41,14.0%,1.57,367
7,sábado,não,primavera,24.7,0.0,72.4,0.04,50.0%,0.49,272
17,terça,não,outono,38.1,0.0,49.8,0.98,97.0%,1.81,1851
22,sábado,sim,inverno,16.5,0.0,49.8,0.0,97.0%,2.89,136
15,terça,não,primavera,37.7,0.0,46.8,1.89,78.0%,2.29,1215
2,quarta,não,verão,30.6,0.0,74.7,0.0,97.0%,0.97,859
3,segunda,sim,outono,25.7,0.0,67.9,0.0,97.0%,1.33,8
14,domingo,não,inverno,19.6,0.0,42.2,0.41,67.0%,1.09,342
7,sexta,não,primavera,23.1,1.73,89.0,0.0,28.0%,2.89,48
13,terça,não,verão,39.1,0.0,58.1,2.63,57.0%,4.09,769
17,segunda,não,verão,36.3,0.0,55.0,1.72,59.0%,3.01,2325
8,terça,não,primavera,30.6,0.0,69.4,0.88,12.0%,1.57,2066
22,quinta,não,primavera,32.4,0.0,62.6,0.0,91.0%,2.77,1913
14,quinta,não,verão,43.3,0.0,48.3,2.03,74.0%,3.61,583
20,quarta,não,outono,21.5,0.0,40.0,0.0,86.0%,0.97,847
9,quarta,não,inverno,11.8,0.0,43.0,0.17,97.0%,2.65,291
20,quinta,não,primavera,32.3,0.0,64.1,0.01,74.0%,3.49,1920
23,sábado,não,verão,37.5,0.0,60.3,0.0,97.0%,2.17,1301
18,domingo,não,inverno,15.2,0.0,46.0,0.01,97.0%,2.41,217
4,quinta,não,primavera,31.1,21.89,92.0,0.0,96.0%,3.13,56
19,domingo,não,primavera,26.7,0.0,62.6,0.08,19.0%,3.25,586
9,sábado,não,inverno,14.1,0.23,75.4,0.05,16.0%,0.97,115
11,terça,não,verão,39.1,0.0,65.6,1.99,83.0%,3.37,511
14,quarta,não,inverno,15.2,0.0,38.5,1.12,92.0%,3.73,252
8,segunda,não,primavera,31.3,0.0,55.8,1.19,65.0%,1.09,2208
4,sexta,não,verão,31.1,0.0,83.0,0.0,16.0%,1.93,277
2,quarta,não,primavera,34.3,0.23,70.1,0.0,26.0%,0.61,153
13,terça,não,verão,36.1,0.0,52.8,2.31,72.0%,3.73,1241
21,quarta,não,primavera,21.7,0.0,73.1,0.0,57.0%,2.89,482
18,sábado,não,verão,36.7,0.58,77.7,0.65,60.0%,0.85,320
0,terça,não,primavera,22.6,0.0,64.9,0.0,25.0%,1.09,318
18,sexta,não,outono,35.5,0.0,61.1,0.24,97.0%,2.05,2840
6,sexta,não,verão,34.7,0.0,79.9,0.02,56.0%,0.49,681
22,quarta,não,outono,24.2,0.0,61.8,0.0,66.0%,0.85,1089
4,segunda,não,outono,19.8,0.0,88.2,0.0,13.0%,1.57,109
22,sábado,não,primavera,20.1,0.0,84.5,0.0,30.0%,2.65,185
15,sábado,não,verão,38.3,0.0,45.2,2.94,91.0%,4.21,1249
12,sábado,não,verão,41.1,0.0,44.5,3.14,74.0%,2.41,743
14,sexta,não,outono,26.8,6.34,89.7,0.09,12.0%,2.53,155
1,segunda,não,outono,20.4,0.0,81.4,0.0,18.0%,1.45,219
15,quarta,não,verão,41.3,0.0,53.5,2.32,95.0%,4.09,695
21,quarta,não,outono,21.1,0.0,41.5,0.0,85.0%,1.57,858
6,sexta,não,outono,31.8,0.0,67.9,0.0,97.0%,1.45,263
3,domingo,não,outono,33.4,0.23,85.2,0.0,28.0%,0.97,264
19,terça,não,verão,36.6,0.0,40.0,0.5,97.0%,3.13,2527
20,sexta,não,inverno,19.1,0.0,56.6,0.0,75.0%,0.97,350
10,sexta,não,outono,30.6,1.15,90.5,0.32,55.0%,2.65,93
18,domingo,não,primavera,24.1,0.0,39.2,0.49,97.0%,4.09,1255
6,segunda,não,inverno,9.5,0.0,55.8,0.0,91.0%,0.85,102
13,segunda,não,outono,28.9,0.0,45.2,2.59,92.0%,2.05,1124
16,segunda,não,verão,42.6,0.0,48.3,1.79,97.0%,1.57,853
15,quinta,não,inverno,21.7,0.0,55.0,0.96,55.0%,5.53,364
9,terça,não,verão,33.1,0.0,54.3,1.77,92.0%,2.29,1312
10,quinta,não,inverno,17.4,0.0,55.8,0.38,66.0%,2.53,215
5,sexta,não,verão,32.9,0.0,59.6,0.0,97.0%,2.53,318
4,quinta,não,outono,19.7,0.0,43.0,0.0,96.0%,0.85,115
16,sexta,não,outono,35.3,4.03,86.7,0.23,20.0%,1.81,49
9,domingo,não,inverno,11.3,0.0,46.8,0.19,95.0%,1.57,130
7,quinta,não,outono,32.0,0.0,70.1,0.03,97.0%,1.93,1463
1,domingo,não,inverno,13.1,0.0,57.3,0.0,96.0%,4.69,76
7,segunda,não,primavera,23.9,0.0,80.7,0.31,68.0%,1.93,1166
22,segunda,não,outono,28.2,0.0,80.7,0.0,11.0%,2.05,1386
13,quarta,não,outono,24.5,0.0,27.9,1.86,87.0%,2.17,693
2,segunda,sim,outono,25.9,0.0,67.1,0.0,97.0%,1.57,7
6,quarta,não,verão,31.3,0.0,80.7,0.03,22.0%,2.17,722
12,sábado,não,primavera,32.0,0.0,41.5,3.18,72.0%,3.25,1293
5,terça,não,verão,29.7,0.0,67.9,0.0,67.0%,0.61,205
16,sexta,não,inverno,20.1,0.0,38.5,0.64,88.0%,2.89,364
7,domingo,não,verão,36.3,0.0,70.1,0.23,97.0%,1.21,1065
9,sábado,não,outono,25.0,0.0,60.3,1.03,86.0%,1.45,860
23,segunda,não,verão,36.5,0.0,59.6,0.0,45.0%,1.09,1451
4,terça,não,verão,30.6,0.0,61.1,0.0,97.0%,1.57,282
16,segunda,não,inverno,19.5,0.0,75.4,0.47,20.0%,1.21,188
5,sábado,não,primavera,25.6,0.0,79.2,0.0,17.0%,2.29,157
5,sexta,não,outono,34.3,0.0,70.9,0.0,97.0%,2.05,270
17,terça,não,verão,41.6,0.0,56.6,0.98,60.0%,2.89,1307
1,quinta,não,verão,34.9,0.58,87.5,0.0,55.0%,2.89,112
19,domingo,não,primavera,28.5,0.58,66.4,0.02,58.0%,2.29,46
20,quarta,não,inverno,15.9,0.0,46.8,0.0,97.0%,3.85,412
5,quinta,não,inverno,15.5,0.0,86.7,0.0,11.0%,2.05,60
10,sábado,não,primavera,21.7,0.0,38.5,1.54,76.0%,1.69,366
2,sábado,não,outono,23.1,0.0,66.4,0.0,97.0%,1.33,355
19,segunda,não,inverno,18.3,0.0,84.5,0.0,28.0%,4.09,182
23,domingo,não,primavera,29.5,0.0,70.9,0.0,69.0%,1.33,817
1,quinta,não,verão,31.7,0.0,79.9,0.0,28.0%,1.69,802
8,sábado,não,outono,25.4,0.0,85.2,0.02,34.0%,2.05,157
22,domingo,não,inverno,20.2,0.0,63.3,0.0,40.0%,0.97,205
1,sábado,não,inverno,8.3,0.0,50.5,0.0,93.0%,1.21,100
23,sábado,não,inverno,16.0,0.0,50.5,0.0,97.0%,1.33,287
23,domingo,não,outono,32.5,0.0,78.4,0.0,59.0%,3.37,576
9,quarta,não,outono,32.7,0.0,64.1,0.92,86.0%,1.21,7
9,quarta,sim,verão,39.7,0.0,58.1,1.56,97.0%,2.17,577
16,domingo,não,verão,37.5,0.0,46.8,2.14,50.0%,3.97,1442
1,sábado,não,verão,31.5,0.58,71.6,0.0,97.0%,1.69,382
9,domingo,não,inverno,20.7,2.88,86.7,0.02,11.0%,2.41,163
23,domingo,não,verão,32.8,0.0,73.9,0.0,45.0%,1.93,1328
19,terça,não,inverno,16.7,0.0,55.0,0.0,70.0%,0.97,450
3,terça,não,inverno,17.5,0.0,78.4,0.0,19.0%,1.09,75
20,quinta,não,outono,24.7,0.0,55.0,0.0,45.0%,1.81,1155
5,sábado,não,inverno,18.1,0.0,64.9,0.0,42.0%,0.97,68
7,quarta,não,inverno,20.0,0.0,71.6,0.0,14.0%,1.33,285
7,quarta,não,inverno,7.7,0.0,40.7,0.0,97.0%,3.85,173
19,quarta,não,outono,27.1,0.0,49.8,0.0,97.0%,1.81,1833
20,domingo,não,verão,39.9,0.0,54.3,0.08,97.0%,1.93,1709
6,sexta,não,primavera,25.8,0.0,65.6,0.0,40.0%,1.09,426
5,quarta,não,primavera,22.3,0.0,65.6,0.0,97.0%,0.85,158
17,quarta,não,inverno,20.4,0.0,28.7,1.0,97.0%,4.69,481
15,quinta,não,primavera,31.8,0.0,33.9,2.53,57.0%,6.01,1048
12,sexta,não,primavera,23.2,0.58,89.7,0.3,33.0%,2.89,77
10,terça,não,primavera,21.8,0.0,57.3,0.74,88.0%,2.05,423
2,terça,não,inverno,10.7,0.0,55.8,0.0,97.0%,1.09,106
10,quarta,não,outono,26.3,0.0,81.4,0.2,23.0%,1.33,564
22,quarta,não,primavera,19.1,0.0,83.7,0.0,88.0%,1.33,326
0,segunda,não,outono,20.5,0.0,82.2,0.0,17.0%,1.57,400
17,terça,não,verão,32.1,0.0,72.4,0.11,97.0%,4.33,1486
3,terça,não,inverno,15.5,0.0,53.5,0.0,97.0%,0.97,176
15,sábado,não,primavera,21.2,0.0,34.7,2.48,89.0%,1.81,478
19,quinta,não,verão,41.8,0.0,57.3,0.44,85.0%,3.01,1610
8,segunda,sim,inverno,15.1,0.0,51.3,0.0,97.0%,3.85,103
13,segunda,não,inverno,22.4,0.0,64.1,0.91,26.0%,3.01,323
11,terça,não,primavera,29.1,0.0,40.7,2.68,83.0%,3.13,834
8,segunda,não,primavera,22.6,0.0,86.0,0.13,6.0%,1.93,994
18,quinta,não,outono,28.8,0.0,52.0,0.06,97.0%,3.25,2505
5,sexta,não,inverno,7.1,0.0,46.8,0.0,97.0%,3.01,44
1,quarta,sim,verão,38.1,0.0,70.1,0.0,95.0%,0.73,858
15,sexta,não,primavera,31.9,0.0,56.6,2.87,46.0%,5.05,9
11,sábado,não,verão,35.9,0.0,71.6,1.36,21.0%,1.45,886
3,segunda,não,inverno,21.3,0.0,70.9,0.0,45.0%,2.29,65
21,quarta,não,outono,25.5,0.0,58.1,0.0,97.0%,1.33,1505
12,segunda,não,inverno,20.9,0.0,39.2,0.6,67.0%,1.33,338
15,sábado,não,outono,20.8,0.0,76.9,0.81,64.0%,2.65,336
3,sexta,não,primavera,25.2,0.0,69.4,0.0,43.0%,1.09,195
4,terça,não,primavera,23.4,0.0,57.3,0.0,94.0%,0.73,122
11,sábado,não,outono,25.3,0.0,49.8,2.01,97.0%,5.17,1006
10,domingo,sim,inverno,21.5,0.0,90.5,0.04,4.0%,0.97,10
12,domingo,não,inverno,20.9,0.0,40.7,0.91,53.0%,2.17,277
0,sábado,não,inverno,18.1,0.0,80.7,0.0,12.0%,1.69,251
19,quarta,não,inverno,16.4,0.0,42.2,0.0,97.0%,4.09,576
12,sábado,não,primavera,25.0,0.0,46.8,2.51,82.0%,2.05,941
2,quinta,não,outono,30.7,0.0,61.1,0.0,97.0%,3.01,700
9,quarta,não,outono,25.1,0.0,72.4,0.9,35.0%,1.57,1162
1,segunda,não,primavera,29.5,0.0,63.3,0.0,88.0%,1.21,449
12,sábado,não,inverno,15.6,0.0,39.2,1.08,97.0%,4.81,264
8,quinta,não,verão,39.4,0.0,55.8,0.76,95.0%,1.57,1589
17,sábado,não,primavera,24.5,0.0,79.2,0.52,97.0%,3.13,684
4,segunda,não,inverno,18.3,0.0,42.2,0.0,97.0%,0.73,39
7,quarta,não,verão,34.7,0.58,91.2,0.07,9.0%,0.61,314
13,sábado,não,verão,39.1,0.0,40.7,3.24,97.0%,2.05,1010
7,sexta,não,outono,23.0,0.0,83.0,0.0,22.0%,1.57,1121
10,quinta,não,primavera,21.3,0.0,78.4,0.56,97.0%,2.41,247
13,quinta,não,outono,29.6,4.61,89.7,0.48,16.0%,2.17,37
6,sábado,não,verão,31.3,0.0,64.1,0.03,97.0%,2.05,404
2,segunda,não,primavera,31.0,0.0,78.4,0.0,17.0%,2.17,251
9,domingo,não,verão,34.0,0.0,56.6,1.82,57.0%,1.93,1357
12,quarta,não,outono,27.8,0.0,52.0,1.86,75.0%,1.33,972
7,quarta,não,primavera,19.3,0.0,50.5,0.0,97.0%,2.05,619
7,quinta,não,outono,27.1,0.0,63.3,0.02,97.0%,0.85,1379
4,sexta,não,verão,34.9,0.0,83.0,0.0,54.0%,2.77,247
12,sábado,não,outono,25.9,6.34,89.7,0.44,39.0%,3.25,23
12,sexta,não,primavera,33.3,0.0,43.0,2.88,44.0%,2.41,1028
17,sexta,não,inverno,19.7,0.0,37.0,0.34,97.0%,3.01,397
12,quinta,não,primavera,34.1,0.0,51.3,3.2,79.0%,1.81,1148
16,sexta,não,outono,37.9,0.0,51.3,1.32,97.0%,1.93,1863
9,quinta,não,outono,19.5,0.0,46.0,0.31,64.0%,1.33,833
2,sexta,não,inverno,18.8,0.0,91.2,0.0,10.0%,1.93,69
